Bonus_history,Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Rotation_(excluding_bonus),No_of_Rotation_(including_bonus),Rotations_Till_bonus,Junk1,No_of_Regular_Bonus,No_of_Big_Bonus,Junk2,Junk3,Junk4,Junk5,Junk6,Junk7
,13293,14795,4112,4639,117,0,16,19,0,294,20230928082604,0,0,0
,13296,14795,4113,4640,118,0,16,19,0,294,20230928082604,0,0,0
,13299,14795,4114,4641,119,0,16,19,0,294,20230928082604,0,0,0
,13302,14795,4115,4642,120,0,16,19,0,294,20230928082604,0,0,0
,13305,14795,4116,4643,121,0,16,19,0,294,20230928082604,0,0,0
,13308,14795,4117,4644,122,0,16,19,0,294,20230928082604,0,0,0
,13311,14798,4118,4645,123,0,16,19,0,294,20230928082604,0,0,0
,13314,14806,4119,4646,124,0,16,19,0,294,20230928082604,0,0,0
,13317,14806,4120,4647,125,0,16,19,0,294,20230928082604,0,0,0
,13320,14806,4121,4648,126,0,16,19,0,294,20230928082604,0,0,0
,13323,14806,4122,4649,127,0,16,19,0,294,20230928082604,0,0,0
,13326,14806,4123,4650,128,0,16,19,0,294,20230928082604,0,0,0
,13329,14806,4124,4651,129,0,16,19,0,294,20230928082604,0,0,0
,13332,14806,4125,4652,130,0,16,19,0,294,20230928082604,0,0,0
,13335,14806,4126,4653,131,0,16,19,0,294,20230928082604,0,0,0
,13338,14806,4127,4654,132,0,16,19,0,294,20230928082604,0,0,0
,13341,14806,4128,4655,133,0,16,19,0,294,20230928082604,0,0,0
,13344,14806,4129,4656,134,0,16,19,0,294,20230928082604,0,0,0
,13347,14806,4130,4657,135,0,16,19,0,294,20230928082604,0,0,0
,13350,14809,4131,4658,136,0,16,19,0,294,20230928082604,0,0,0
,13353,14809,4132,4659,137,0,16,19,0,294,20230928082604,0,0,0
,13356,14809,4133,4660,138,0,16,19,0,294,20230928082604,0,0,0
,13359,14809,4134,4661,139,0,16,19,0,294,20230928082604,0,0,0
,13362,14817,4135,4662,140,0,16,19,0,294,20230928082604,0,0,0
,13365,14817,4136,4663,141,0,16,19,0,294,20230928082604,0,0,0
,13368,14825,4137,4664,142,0,16,19,0,294,20230928082604,0,0,0
,13371,14828,4138,4665,143,0,16,19,0,294,20230928082604,0,0,0
,13374,14828,4139,4666,144,0,16,19,0,294,20230928082604,0,0,0
,13377,14831,4140,4667,145,0,16,19,0,294,20230928082604,0,0,0
,13380,14834,4141,4668,146,0,16,19,0,294,20230928082604,0,0,0
,13383,14842,4142,4669,147,0,16,19,0,294,20230928082604,0,0,0
,13386,14842,4143,4670,148,0,16,19,0,294,20230928082604,0,0,0
,13389,14842,4144,4671,149,0,16,19,0,294,20230928082604,0,0,0
,13392,14842,4145,4672,150,0,16,19,0,294,20230928082604,0,0,0
,13395,14842,4146,4673,151,0,16,19,0,294,20230928082604,0,0,0
,13398,14842,4147,4674,152,0,16,19,0,294,20230928082604,0,0,0
,13401,14842,4148,4675,153,0,16,19,0,294,20230928082604,0,0,0
,13404,14842,4149,4676,154,0,16,19,0,294,20230928082604,0,0,0
,13407,14845,4150,4677,155,0,16,19,0,294,20230928082604,0,0,0
,13410,14848,4151,4678,156,0,16,19,0,294,20230928082604,0,0,0
,13413,14851,4152,4679,157,0,16,19,0,294,20230928082604,0,0,0
,13416,14851,4153,4680,158,0,16,19,0,294,20230928082604,0,0,0
,13419,14851,4154,4681,159,0,16,19,0,294,20230928082604,0,0,0
,13422,14854,4155,4682,160,0,16,19,0,294,20230928082604,0,0,0
,13425,14857,4156,4683,161,0,16,19,0,294,20230928082604,0,0,0
,13428,14857,4157,4684,162,0,16,19,0,294,20230928082604,0,0,0
,13431,14857,4158,4685,163,0,16,19,0,294,20230928082604,0,0,0
,13434,14857,4159,4686,164,0,16,19,0,294,20230928082604,0,0,0
,13437,14857,4160,4687,165,0,16,19,0,294,20230928082604,0,0,0
,13440,14857,4161,4688,166,0,16,19,0,294,20230928082604,0,0,0
,13443,14857,4162,4689,167,0,16,19,0,294,20230928082604,0,0,0
,13446,14857,4163,4690,168,0,16,19,0,294,20230928082604,0,0,0
,13449,14857,4164,4691,169,0,16,19,0,294,20230928082604,0,0,0
,13452,14857,4165,4692,170,0,16,19,0,294,20230928082604,0,0,0
,13455,14857,4166,4693,171,0,16,19,0,294,20230928082604,0,0,0
,13458,14857,4167,4694,172,0,16,19,0,294,20230928082604,0,0,0
,13461,14865,4168,4695,173,0,16,19,0,294,20230928082604,0,0,0
,13464,14873,4169,4696,174,0,16,19,0,294,20230928082604,0,0,0
,13467,14873,4170,4697,175,0,16,19,0,294,20230928082604,0,0,0
,13470,14876,4171,4698,176,0,16,19,0,294,20230928082604,0,0,0
,13473,14876,4172,4699,177,0,16,19,0,294,20230928082604,0,0,0
,13476,14876,4173,4700,178,0,16,19,0,294,20230928082604,0,0,0
,13479,14878,4174,4701,179,0,16,19,0,294,20230928082604,0,0,0
,13482,14878,4175,4702,180,0,16,19,0,294,20230928082604,0,0,0
,13485,14878,4176,4703,181,0,16,19,0,294,20230928082604,0,0,0
,13488,14886,4177,4704,182,0,16,19,0,294,20230928082604,0,0,0
,13491,14886,4178,4705,183,0,16,19,0,294,20230928082604,0,0,0
,13494,14894,4179,4706,184,0,16,19,0,294,20230928082604,0,0,0
,13497,14894,4180,4707,185,0,16,19,0,294,20230928082604,0,0,0
,13500,14894,4181,4708,186,0,16,19,0,294,20230928082604,0,0,0
,13503,14902,4182,4709,187,0,16,19,0,294,20230928082604,0,0,0
,13506,14910,4183,4710,188,0,16,19,0,294,20230928082604,0,0,0
,13509,14913,4184,4711,189,0,16,19,0,294,20230928082604,0,0,0
,13512,14913,4185,4712,190,0,16,19,0,294,20230928082604,0,0,0
,13515,14913,4186,4713,191,0,16,19,0,294,20230928082604,0,0,0
,13518,14913,4187,4714,192,0,16,19,0,294,20230928082604,0,0,0
,13521,14913,4188,4715,193,0,16,19,0,294,20230928082604,0,0,0
,13524,14913,4189,4716,194,0,16,19,0,294,20230928082604,0,0,0
,13527,14913,4190,4717,195,0,16,19,0,294,20230928082604,0,0,0
,13530,14913,4191,4718,196,0,16,19,0,294,20230928082604,0,0,0
,13533,14916,4192,4719,197,0,16,19,0,294,20230928082604,0,0,0
,13536,14916,4193,4720,198,0,16,19,0,294,20230928082604,0,0,0
,13539,14916,4194,4721,199,0,16,19,0,294,20230928082604,0,0,0
,13542,14916,4195,4722,200,0,16,19,0,294,20230928082604,0,0,0
,13545,14919,4196,4723,201,0,16,19,0,294,20230928082604,0,0,0
,13548,14919,4197,4724,202,0,16,19,0,294,20230928082604,0,0,0
,13551,14919,4198,4725,203,0,16,19,0,294,20230928082604,0,0,0
,13554,14919,4199,4726,204,0,16,19,0,294,20230928082604,0,0,0
RB,13555,14919,4199,4727,205,0,17,19,0,294,20230928082604,0,0,0
RB,13557,14933,4199,4728,205,0,17,19,0,294,20230928082604,0,0,0
RB,13559,14947,4199,4729,205,0,17,19,0,294,20230928082604,0,0,0
RB,13561,14961,4199,4730,205,0,17,19,0,294,20230928082604,0,0,0
RB,13563,14975,4199,4731,205,0,17,19,0,294,20230928082604,0,0,0
RB,13565,14989,4199,4732,205,0,17,19,0,294,20230928082604,0,0,0
RB,13567,15003,4199,4733,205,0,17,19,0,294,20230928082604,0,0,0
RB,13569,15017,4199,4734,205,0,17,19,0,294,20230928082604,0,0,0
,13571,15031,4200,4735,0,0,17,19,0,294,20230928082604,0,0,0
,13574,15034,4201,4736,1,0,17,19,0,294,20230928082604,0,0,0
,13577,15037,4202,4737,2,0,17,19,0,294,20230928082604,0,0,0
,13580,15037,4203,4738,3,0,17,19,0,294,20230928082604,0,0,0
,13583,15037,4204,4739,4,0,17,19,0,294,20230928082604,0,0,0
,13586,15037,4205,4740,5,0,17,19,0,294,20230928082604,0,0,0
,13589,15037,4206,4741,6,0,17,19,0,294,20230928082604,0,0,0
,13592,15045,4207,4742,7,0,17,19,0,294,20230928082604,0,0,0
,13595,15045,4208,4743,8,0,17,19,0,294,20230928082604,0,0,0
,13598,15045,4209,4744,9,0,17,19,0,294,20230928082604,0,0,0
,13601,15045,4210,4745,10,0,17,19,0,294,20230928082604,0,0,0
,13604,15045,4211,4746,11,0,17,19,0,294,20230928082604,0,0,0
,13607,15045,4212,4747,12,0,17,19,0,294,20230928082604,0,0,0
,13610,15045,4213,4748,13,0,17,19,0,294,20230928082604,0,0,0
,13613,15045,4214,4749,14,0,17,19,0,294,20230928082604,0,0,0
,13616,15045,4215,4750,15,0,17,19,0,294,20230928082604,0,0,0
,13619,15045,4216,4751,16,0,17,19,0,294,20230928082604,0,0,0
,13622,15045,4217,4752,17,0,17,19,0,294,20230928082604,0,0,0
,13625,15045,4218,4753,18,0,17,19,0,294,20230928082604,0,0,0
,13628,15053,4219,4754,19,0,17,19,0,294,20230928082604,0,0,0
,13631,15056,4220,4755,20,0,17,19,0,294,20230928082604,0,0,0
,13634,15056,4221,4756,21,0,17,19,0,294,20230928082604,0,0,0
,13637,15056,4222,4757,22,0,17,19,0,294,20230928082604,0,0,0
,13640,15064,4223,4758,23,0,17,19,0,294,20230928082604,0,0,0
,13643,15064,4224,4759,24,0,17,19,0,294,20230928082604,0,0,0
,13646,15064,4225,4760,25,0,17,19,0,294,20230928082604,0,0,0
,13649,15072,4226,4761,26,0,17,19,0,294,20230928082604,0,0,0
,13652,15080,4227,4762,27,0,17,19,0,294,20230928082604,0,0,0
,13655,15080,4228,4763,28,0,17,19,0,294,20230928082604,0,0,0
,13658,15083,4229,4764,29,0,17,19,0,294,20230928082604,0,0,0
,13661,15086,4230,4765,30,0,17,19,0,294,20230928082604,0,0,0
,13664,15089,4231,4766,31,0,17,19,0,294,20230928082604,0,0,0
,13667,15089,4232,4767,32,0,17,19,0,294,20230928082604,0,0,0
,13670,15089,4233,4768,33,0,17,19,0,294,20230928082604,0,0,0
,13673,15089,4234,4769,34,0,17,19,0,294,20230928082604,0,0,0
,13676,15089,4235,4770,35,0,17,19,0,294,20230928082604,0,0,0
,13679,15097,4236,4771,36,0,17,19,0,294,20230928082604,0,0,0
,13682,15105,4237,4772,37,0,17,19,0,294,20230928082604,0,0,0
,13685,15105,4238,4773,38,0,17,19,0,294,20230928082604,0,0,0
,13688,15105,4239,4774,39,0,17,19,0,294,20230928082604,0,0,0
,13691,15108,4240,4775,40,0,17,19,0,294,20230928082604,0,0,0
,13694,15108,4241,4776,41,0,17,19,0,294,20230928082604,0,0,0
,13697,15108,4242,4777,42,0,17,19,0,294,20230928082604,0,0,0
,13700,15108,4243,4778,43,0,17,19,0,294,20230928082604,0,0,0
,13703,15111,4244,4779,44,0,17,19,0,294,20230928082604,0,0,0
,13706,15111,4245,4780,45,0,17,19,0,294,20230928082604,0,0,0
,13709,15119,4246,4781,46,0,17,19,0,294,20230928082604,0,0,0
,13712,15119,4247,4782,47,0,17,19,0,294,20230928082604,0,0,0
,13715,15119,4248,4783,48,0,17,19,0,294,20230928082604,0,0,0
,13718,15119,4249,4784,49,0,17,19,0,294,20230928082604,0,0,0
,13721,15119,4250,4785,50,0,17,19,0,294,20230928082604,0,0,0
,13724,15119,4251,4786,51,0,17,19,0,294,20230928082604,0,0,0
,13727,15127,4252,4787,52,0,17,19,0,294,20230928082604,0,0,0
,13730,15127,4253,4788,53,0,17,19,0,294,20230928082604,0,0,0
,13733,15129,4254,4789,54,0,17,19,0,294,20230928082604,0,0,0
,13736,15129,4255,4790,55,0,17,19,0,294,20230928082604,0,0,0
,13739,15137,4256,4791,56,0,17,19,0,294,20230928082604,0,0,0
,13742,15140,4257,4792,57,0,17,19,0,294,20230928082604,0,0,0
,13745,15140,4258,4793,58,0,17,19,0,294,20230928082604,0,0,0
,13748,15140,4259,4794,59,0,17,19,0,294,20230928082604,0,0,0
,13751,15140,4260,4795,60,0,17,19,0,294,20230928082604,0,0,0
,13754,15140,4261,4796,61,0,17,19,0,294,20230928082604,0,0,0
,13757,15140,4262,4797,62,0,17,19,0,294,20230928082604,0,0,0
,13760,15143,4263,4798,63,0,17,19,0,294,20230928082604,0,0,0
,13763,15143,4264,4799,64,0,17,19,0,294,20230928082604,0,0,0
,13766,15143,4265,4800,65,0,17,19,0,294,20230928082604,0,0,0
,13769,15151,4266,4801,66,0,17,19,0,294,20230928082604,0,0,0
,13772,15151,4267,4802,67,0,17,19,0,294,20230928082604,0,0,0
,13775,15151,4268,4803,68,0,17,19,0,294,20230928082604,0,0,0
,13778,15151,4269,4804,69,0,17,19,0,294,20230928082604,0,0,0
,13781,15159,4270,4805,70,0,17,19,0,294,20230928082604,0,0,0
,13784,15167,4271,4806,71,0,17,19,0,294,20230928082604,0,0,0
,13787,15167,4272,4807,72,0,17,19,0,294,20230928082604,0,0,0
,13790,15167,4273,4808,73,0,17,19,0,294,20230928082604,0,0,0
,13793,15167,4274,4809,74,0,17,19,0,294,20230928082604,0,0,0
,13796,15170,4275,4810,75,0,17,19,0,294,20230928082604,0,0,0
,13799,15170,4276,4811,76,0,17,19,0,294,20230928082604,0,0,0
,13802,15170,4277,4812,77,0,17,19,0,294,20230928082604,0,0,0
,13805,15178,4278,4813,78,0,17,19,0,294,20230928082604,0,0,0
,13808,15178,4279,4814,79,0,17,19,0,294,20230928082604,0,0,0
,13811,15178,4280,4815,80,0,17,19,0,294,20230928082604,0,0,0
,13814,15178,4281,4816,81,0,17,19,0,294,20230928082604,0,0,0
,13817,15186,4282,4817,82,0,17,19,0,294,20230928082604,0,0,0
,13820,15186,4283,4818,83,0,17,19,0,294,20230928082604,0,0,0
,13823,15189,4284,4819,84,0,17,19,0,294,20230928082604,0,0,0
,13826,15189,4285,4820,85,0,17,19,0,294,20230928082604,0,0,0
,13829,15189,4286,4821,86,0,17,19,0,294,20230928082604,0,0,0
,13832,15189,4287,4822,87,0,17,19,0,294,20230928082604,0,0,0
,13835,15189,4288,4823,88,0,17,19,0,294,20230928082604,0,0,0
,13838,15192,4289,4824,89,0,17,19,0,294,20230928082604,0,0,0
,13841,15192,4290,4825,90,0,17,19,0,294,20230928082604,0,0,0
,13844,15192,4291,4826,91,0,17,19,0,294,20230928082604,0,0,0
,13847,15192,4292,4827,92,0,17,19,0,294,20230928082604,0,0,0
,13850,15192,4293,4828,93,0,17,19,0,294,20230928082604,0,0,0
,13853,15200,4294,4829,94,0,17,19,0,294,20230928082604,0,0,0
,13856,15208,4295,4830,95,0,17,19,0,294,20230928082604,0,0,0
,13859,15208,4296,4831,96,0,17,19,0,294,20230928082604,0,0,0
,13862,15208,4297,4832,97,0,17,19,0,294,20230928082604,0,0,0
,13865,15208,4298,4833,98,0,17,19,0,294,20230928082604,0,0,0
,13868,15208,4299,4834,99,0,17,19,0,294,20230928082604,0,0,0
,13871,15216,4300,4835,100,0,17,19,0,294,20230928082604,0,0,0
,13874,15219,4301,4836,101,0,17,19,0,294,20230928082604,0,0,0
,13877,15222,4302,4837,102,0,17,19,0,294,20230928082604,0,0,0
,13880,15230,4303,4838,103,0,17,19,0,294,20230928082604,0,0,0
,13883,15233,4304,4839,104,0,17,19,0,294,20230928082604,0,0,0
,13886,15233,4305,4840,105,0,17,19,0,294,20230928082604,0,0,0
,13889,15233,4306,4841,106,0,17,19,0,294,20230928082604,0,0,0
,13892,15241,4307,4842,107,0,17,19,0,294,20230928082604,0,0,0
,13895,15241,4308,4843,108,0,17,19,0,294,20230928082604,0,0,0
,13898,15249,4309,4844,109,0,17,19,0,294,20230928082604,0,0,0
,13901,15257,4310,4845,110,0,17,19,0,294,20230928082604,0,0,0
,13904,15257,4311,4846,111,0,17,19,0,294,20230928082604,0,0,0
,13907,15257,4312,4847,112,0,17,19,0,294,20230928082604,0,0,0
,13910,15257,4313,4848,113,0,17,19,0,294,20230928082604,0,0,0
,13913,15265,4314,4849,114,0,17,19,0,294,20230928082604,0,0,0
,13916,15273,4315,4850,115,0,17,19,0,294,20230928082604,0,0,0
,13919,15281,4316,4851,116,0,17,19,0,294,20230928082604,0,0,0
,13922,15281,4317,4852,117,0,17,19,0,294,20230928082604,0,0,0
,13925,15283,4318,4853,118,0,17,19,0,294,20230928082604,0,0,0
,13928,15283,4319,4854,119,0,17,19,0,294,20230928082604,0,0,0
,13931,15283,4320,4855,120,0,17,19,0,294,20230928082604,0,0,0
,13934,15286,4321,4856,121,0,17,19,0,294,20230928082604,0,0,0
,13937,15286,4322,4857,122,0,17,19,0,294,20230928082604,0,0,0
,13940,15286,4323,4858,123,0,17,19,0,294,20230928082604,0,0,0
,13943,15286,4324,4859,124,0,17,19,0,294,20230928082604,0,0,0
,13946,15286,4325,4860,125,0,17,19,0,294,20230928082604,0,0,0
RB,13947,15286,4325,4861,126,0,18,19,0,294,20230928082604,0,0,0
RB,13949,15300,4325,4862,126,0,18,19,0,294,20230928082604,0,0,0
RB,13951,15314,4325,4863,126,0,18,19,0,294,20230928082604,0,0,0
RB,13953,15328,4325,4864,126,0,18,19,0,294,20230928082604,0,0,0
RB,13955,15342,4325,4865,126,0,18,19,0,294,20230928082604,0,0,0
RB,13957,15356,4325,4866,126,0,18,19,0,294,20230928082604,0,0,0
RB,13959,15370,4325,4867,126,0,18,19,0,294,20230928082604,0,0,0
RB,13961,15384,4325,4868,126,0,18,19,0,294,20230928082604,0,0,0
,13963,15398,4326,4869,0,0,18,19,0,294,20230928082604,0,0,0
,13966,15398,4327,4870,1,0,18,19,0,294,20230928082604,0,0,0
,13969,15406,4328,4871,2,0,18,19,0,294,20230928082604,0,0,0
,13972,15406,4329,4872,3,0,18,19,0,294,20230928082604,0,0,0
,13975,15414,4330,4873,4,0,18,19,0,294,20230928082604,0,0,0
,13978,15422,4331,4874,5,0,18,19,0,294,20230928082604,0,0,0
,13981,15430,4332,4875,6,0,18,19,0,294,20230928082604,0,0,0
,13984,15430,4333,4876,7,0,18,19,0,294,20230928082604,0,0,0
,13987,15430,4334,4877,8,0,18,19,0,294,20230928082604,0,0,0
,13990,15430,4335,4878,9,0,18,19,0,294,20230928082604,0,0,0
,13993,15438,4336,4879,10,0,18,19,0,294,20230928082604,0,0,0
,13996,15438,4337,4880,11,0,18,19,0,294,20230928082604,0,0,0
,13999,15440,4338,4881,12,0,18,19,0,294,20230928082604,0,0,0
,14002,15440,4339,4882,13,0,18,19,0,294,20230928082604,0,0,0
,14005,15440,4340,4883,14,0,18,19,0,294,20230928082604,0,0,0
,14008,15440,4341,4884,15,0,18,19,0,294,20230928082604,0,0,0
,14011,15440,4342,4885,16,0,18,19,0,294,20230928082604,0,0,0
,14014,15443,4343,4886,17,0,18,19,0,294,20230928082604,0,0,0
,14017,15443,4344,4887,18,0,18,19,0,294,20230928082604,0,0,0
,14020,15443,4345,4888,19,0,18,19,0,294,20230928082604,0,0,0
,14023,15443,4346,4889,20,0,18,19,0,294,20230928082604,0,0,0
,14026,15443,4347,4890,21,0,18,19,0,294,20230928082604,0,0,0
,14029,15446,4348,4891,22,0,18,19,0,294,20230928082604,0,0,0
,14032,15446,4349,4892,23,0,18,19,0,294,20230928082604,0,0,0
,14035,15446,4350,4893,24,0,18,19,0,294,20230928082604,0,0,0
,14038,15446,4351,4894,25,0,18,19,0,294,20230928082604,0,0,0
,14041,15446,4352,4895,26,0,18,19,0,294,20230928082604,0,0,0
,14044,15446,4353,4896,27,0,18,19,0,294,20230928082604,0,0,0
,14047,15454,4354,4897,28,0,18,19,0,294,20230928082604,0,0,0
,14050,15454,4355,4898,29,0,18,19,0,294,20230928082604,0,0,0
,14053,15462,4356,4899,30,0,18,19,0,294,20230928082604,0,0,0
,14056,15462,4357,4900,31,0,18,19,0,294,20230928082604,0,0,0
,14059,15462,4358,4901,32,0,18,19,0,294,20230928082604,0,0,0
,14062,15462,4359,4902,33,0,18,19,0,294,20230928082604,0,0,0
,14065,15470,4360,4903,34,0,18,19,0,294,20230928082604,0,0,0
,14068,15478,4361,4904,35,0,18,19,0,294,20230928082604,0,0,0
,14071,15486,4362,4905,36,0,18,19,0,294,20230928082604,0,0,0
,14074,15486,4363,4906,37,0,18,19,0,294,20230928082604,0,0,0
,14077,15486,4364,4907,38,0,18,19,0,294,20230928082604,0,0,0
,14080,15486,4365,4908,39,0,18,19,0,294,20230928082604,0,0,0
,14083,15486,4366,4909,40,0,18,19,0,294,20230928082604,0,0,0
,14086,15494,4367,4910,41,0,18,19,0,294,20230928082604,0,0,0
,14089,15502,4368,4911,42,0,18,19,0,294,20230928082604,0,0,0
,14092,15502,4369,4912,43,0,18,19,0,294,20230928082604,0,0,0
,14095,15505,4370,4913,44,0,18,19,0,294,20230928082604,0,0,0
,14098,15505,4371,4914,45,0,18,19,0,294,20230928082604,0,0,0
,14101,15505,4372,4915,46,0,18,19,0,294,20230928082604,0,0,0
,14104,15505,4373,4916,47,0,18,19,0,294,20230928082604,0,0,0
,14107,15513,4374,4917,48,0,18,19,0,294,20230928082604,0,0,0
,14110,15513,4375,4918,49,0,18,19,0,294,20230928082604,0,0,0
,14113,15513,4376,4919,50,0,18,19,0,294,20230928082604,0,0,0
,14116,15513,4377,4920,51,0,18,19,0,294,20230928082604,0,0,0
,14119,15513,4378,4921,52,0,18,19,0,294,20230928082604,0,0,0
,14122,15513,4379,4922,53,0,18,19,0,294,20230928082604,0,0,0
,14125,15513,4380,4923,54,0,18,19,0,294,20230928082604,0,0,0
,14128,15513,4381,4924,55,0,18,19,0,294,20230928082604,0,0,0
,14131,15513,4382,4925,56,0,18,19,0,294,20230928082604,0,0,0
,14134,15513,4383,4926,57,0,18,19,0,294,20230928082604,0,0,0
,14137,15516,4384,4927,58,0,18,19,0,294,20230928082604,0,0,0
,14140,15516,4385,4928,59,0,18,19,0,294,20230928082604,0,0,0
,14143,15516,4386,4929,60,0,18,19,0,294,20230928082604,0,0,0
,14146,15516,4387,4930,61,0,18,19,0,294,20230928082604,0,0,0
,14149,15516,4388,4931,62,0,18,19,0,294,20230928082604,0,0,0
,14152,15516,4389,4932,63,0,18,19,0,294,20230928082604,0,0,0
,14155,15516,4390,4933,64,0,18,19,0,294,20230928082604,0,0,0
,14158,15516,4391,4934,65,0,18,19,0,294,20230928082604,0,0,0
,14161,15516,4392,4935,66,0,18,19,0,294,20230928082604,0,0,0
,14164,15524,4393,4936,67,0,18,19,0,294,20230928082604,0,0,0
,14167,15527,4394,4937,68,0,18,19,0,294,20230928082604,0,0,0
,14170,15535,4395,4938,69,0,18,19,0,294,20230928082604,0,0,0
,14173,15535,4396,4939,70,0,18,19,0,294,20230928082604,0,0,0
,14176,15535,4397,4940,71,0,18,19,0,294,20230928082604,0,0,0
,14179,15535,4398,4941,72,0,18,19,0,294,20230928082604,0,0,0
,14182,15535,4399,4942,73,0,18,19,0,294,20230928082604,0,0,0
,14185,15535,4400,4943,74,0,18,19,0,294,20230928082604,0,0,0
,14188,15535,4401,4944,75,0,18,19,0,294,20230928082604,0,0,0
,14191,15535,4402,4945,76,0,18,19,0,294,20230928082604,0,0,0
,14194,15535,4403,4946,77,0,18,19,0,294,20230928082604,0,0,0
,14197,15535,4404,4947,78,0,18,19,0,294,20230928082604,0,0,0
,14200,15538,4405,4948,79,0,18,19,0,294,20230928082604,0,0,0
,14203,15538,4406,4949,80,0,18,19,0,294,20230928082604,0,0,0
,14206,15538,4407,4950,81,0,18,19,0,294,20230928082604,0,0,0
,14209,15538,4408,4951,82,0,18,19,0,294,20230928082604,0,0,0
,14212,15541,4409,4952,83,0,18,19,0,294,20230928082604,0,0,0
,14215,15541,4410,4953,84,0,18,19,0,294,20230928082604,0,0,0
,14218,15541,4411,4954,85,0,18,19,0,294,20230928082604,0,0,0
,14221,15549,4412,4955,86,0,18,19,0,294,20230928082604,0,0,0
,14224,15549,4413,4956,87,0,18,19,0,294,20230928082604,0,0,0
,14227,15549,4414,4957,88,0,18,19,0,294,20230928082604,0,0,0
,14230,15549,4415,4958,89,0,18,19,0,294,20230928082604,0,0,0
,14233,15557,4416,4959,90,0,18,19,0,294,20230928082604,0,0,0
,14236,15557,4417,4960,91,0,18,19,0,294,20230928082604,0,0,0
,14239,15560,4418,4961,92,0,18,19,0,294,20230928082604,0,0,0
,14242,15560,4419,4962,93,0,18,19,0,294,20230928082604,0,0,0
,14245,15560,4420,4963,94,0,18,19,0,294,20230928082604,0,0,0
,14248,15560,4421,4964,95,0,18,19,0,294,20230928082604,0,0,0
,14251,15560,4422,4965,96,0,18,19,0,294,20230928082604,0,0,0
,14254,15568,4423,4966,97,0,18,19,0,294,20230928082604,0,0,0
,14257,15576,4424,4967,98,0,18,19,0,294,20230928082604,0,0,0
,14260,15576,4425,4968,99,0,18,19,0,294,20230928082604,0,0,0
,14263,15576,4426,4969,100,0,18,19,0,294,20230928082604,0,0,0
,14266,15584,4427,4970,101,0,18,19,0,294,20230928082604,0,0,0
,14269,15584,4428,4971,102,0,18,19,0,294,20230928082604,0,0,0
,14272,15592,4429,4972,103,0,18,19,0,294,20230928082604,0,0,0
,14275,15600,4430,4973,104,0,18,19,0,294,20230928082604,0,0,0
,14278,15600,4431,4974,105,0,18,19,0,294,20230928082604,0,0,0
,14281,15600,4432,4975,106,0,18,19,0,294,20230928082604,0,0,0
,14284,15600,4433,4976,107,0,18,19,0,294,20230928082604,0,0,0
,14287,15608,4434,4977,108,0,18,19,0,294,20230928082604,0,0,0
,14290,15608,4435,4978,109,0,18,19,0,294,20230928082604,0,0,0
,14293,15616,4436,4979,110,0,18,19,0,294,20230928082604,0,0,0
,14296,15616,4437,4980,111,0,18,19,0,294,20230928082604,0,0,0
,14299,15616,4438,4981,112,0,18,19,0,294,20230928082604,0,0,0
,14302,15619,4439,4982,113,0,18,19,0,294,20230928082604,0,0,0
,14305,15627,4440,4983,114,0,18,19,0,294,20230928082604,0,0,0
,14308,15630,4441,4984,115,0,18,19,0,294,20230928082604,0,0,0
,14311,15638,4442,4985,116,0,18,19,0,294,20230928082604,0,0,0
,14314,15638,4443,4986,117,0,18,19,0,294,20230928082604,0,0,0
,14317,15641,4444,4987,118,0,18,19,0,294,20230928082604,0,0,0
,14320,15649,4445,4988,119,0,18,19,0,294,20230928082604,0,0,0
,14323,15649,4446,4989,120,0,18,19,0,294,20230928082604,0,0,0
,14326,15651,4447,4990,121,0,18,19,0,294,20230928082604,0,0,0
,14329,15651,4448,4991,122,0,18,19,0,294,20230928082604,0,0,0
,14332,15651,4449,4992,123,0,18,19,0,294,20230928082604,0,0,0
,14335,15651,4450,4993,124,0,18,19,0,294,20230928082604,0,0,0
,14338,15651,4451,4994,125,0,18,19,0,294,20230928082604,0,0,0
,14341,15651,4452,4995,126,0,18,19,0,294,20230928082604,0,0,0
,14344,15651,4453,4996,127,0,18,19,0,294,20230928082604,0,0,0
,14347,15659,4454,4997,128,0,18,19,0,294,20230928082604,0,0,0
,14350,15659,4455,4998,129,0,18,19,0,294,20230928082604,0,0,0
,14353,15659,4456,4999,130,0,18,19,0,294,20230928082604,0,0,0
,14356,15659,4457,5000,131,0,18,19,0,294,20230928082604,0,0,0
,14359,15667,4458,5001,132,0,18,19,0,294,20230928082604,0,0,0
,14362,15667,4459,5002,133,0,18,19,0,294,20230928082604,0,0,0
,14365,15670,4460,5003,134,0,18,19,0,294,20230928082604,0,0,0
,14368,15670,4461,5004,135,0,18,19,0,294,20230928082604,0,0,0
,14371,15670,4462,5005,136,0,18,19,0,294,20230928082604,0,0,0
,14374,15670,4463,5006,137,0,18,19,0,294,20230928082604,0,0,0
,14377,15673,4464,5007,138,0,18,19,0,294,20230928082604,0,0,0
,14380,15673,4465,5008,139,0,18,19,0,294,20230928082604,0,0,0
,14383,15673,4466,5009,140,0,18,19,0,294,20230928082604,0,0,0
,14386,15673,4467,5010,141,0,18,19,0,294,20230928082604,0,0,0
,14389,15673,4468,5011,142,0,18,19,0,294,20230928082604,0,0,0
