Bonus_history,Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Rotation_(excluding_bonus),No_of_Rotation_(including_bonus),Rotations_Till_bonus,Junk1,No_of_Regular_Bonus,No_of_Big_Bonus,Junk2,Junk3,Junk4,Junk5,Junk6,Junk7
,12021,12977,3738,4183,41,0,11,17,0,294,20231003125215,0,0,0
,12024,12985,3739,4184,42,0,11,17,0,294,20231003125215,0,0,0
,12027,12985,3740,4185,43,0,11,17,0,294,20231003125215,0,0,0
,12030,12988,3741,4186,44,0,11,17,0,294,20231003125215,0,0,0
,12033,12988,3742,4187,45,0,11,17,0,294,20231003125215,0,0,0
,12036,12991,3743,4188,46,0,11,17,0,294,20231003125215,0,0,0
,12039,12991,3744,4189,47,0,11,17,0,294,20231003125215,0,0,0
,12042,12991,3745,4190,48,0,11,17,0,294,20231003125215,0,0,0
,12045,12991,3746,4191,49,0,11,17,0,294,20231003125215,0,0,0
,12048,12999,3747,4192,50,0,11,17,0,294,20231003125215,0,0,0
,12051,12999,3748,4193,51,0,11,17,0,294,20231003125215,0,0,0
,12054,12999,3749,4194,52,0,11,17,0,294,20231003125215,0,0,0
,12057,13007,3750,4195,53,0,11,17,0,294,20231003125215,0,0,0
,12060,13007,3751,4196,54,0,11,17,0,294,20231003125215,0,0,0
,12063,13007,3752,4197,55,0,11,17,0,294,20231003125215,0,0,0
,12066,13007,3753,4198,56,0,11,17,0,294,20231003125215,0,0,0
,12069,13010,3754,4199,57,0,11,17,0,294,20231003125215,0,0,0
,12072,13013,3755,4200,58,0,11,17,0,294,20231003125215,0,0,0
,12075,13013,3756,4201,59,0,11,17,0,294,20231003125215,0,0,0
,12078,13013,3757,4202,60,0,11,17,0,294,20231003125215,0,0,0
,12081,13015,3758,4203,61,0,11,17,0,294,20231003125215,0,0,0
,12084,13023,3759,4204,62,0,11,17,0,294,20231003125215,0,0,0
,12087,13023,3760,4205,63,0,11,17,0,294,20231003125215,0,0,0
,12090,13023,3761,4206,64,0,11,17,0,294,20231003125215,0,0,0
,12093,13031,3762,4207,65,0,11,17,0,294,20231003125215,0,0,0
,12096,13031,3763,4208,66,0,11,17,0,294,20231003125215,0,0,0
,12099,13031,3764,4209,67,0,11,17,0,294,20231003125215,0,0,0
,12102,13031,3765,4210,68,0,11,17,0,294,20231003125215,0,0,0
,12105,13039,3766,4211,69,0,11,17,0,294,20231003125215,0,0,0
,12108,13039,3767,4212,70,0,11,17,0,294,20231003125215,0,0,0
,12111,13047,3768,4213,71,0,11,17,0,294,20231003125215,0,0,0
,12114,13049,3769,4214,72,0,11,17,0,294,20231003125215,0,0,0
,12117,13049,3770,4215,73,0,11,17,0,294,20231003125215,0,0,0
,12120,13049,3771,4216,74,0,11,17,0,294,20231003125215,0,0,0
,12123,13049,3772,4217,75,0,11,17,0,294,20231003125215,0,0,0
,12126,13049,3773,4218,76,0,11,17,0,294,20231003125215,0,0,0
,12129,13049,3774,4219,77,0,11,17,0,294,20231003125215,0,0,0
,12132,13049,3775,4220,78,0,11,17,0,294,20231003125215,0,0,0
,12135,13049,3776,4221,79,0,11,17,0,294,20231003125215,0,0,0
,12138,13057,3777,4222,80,0,11,17,0,294,20231003125215,0,0,0
,12141,13065,3778,4223,81,0,11,17,0,294,20231003125215,0,0,0
,12144,13065,3779,4224,82,0,11,17,0,294,20231003125215,0,0,0
,12147,13065,3780,4225,83,0,11,17,0,294,20231003125215,0,0,0
,12150,13068,3781,4226,84,0,11,17,0,294,20231003125215,0,0,0
,12153,13068,3782,4227,85,0,11,17,0,294,20231003125215,0,0,0
,12156,13071,3783,4228,86,0,11,17,0,294,20231003125215,0,0,0
,12159,13071,3784,4229,87,0,11,17,0,294,20231003125215,0,0,0
,12162,13071,3785,4230,88,0,11,17,0,294,20231003125215,0,0,0
,12165,13071,3786,4231,89,0,11,17,0,294,20231003125215,0,0,0
,12168,13071,3787,4232,90,0,11,17,0,294,20231003125215,0,0,0
,12171,13074,3788,4233,91,0,11,17,0,294,20231003125215,0,0,0
,12174,13074,3789,4234,92,0,11,17,0,294,20231003125215,0,0,0
,12177,13074,3790,4235,93,0,11,17,0,294,20231003125215,0,0,0
,12180,13074,3791,4236,94,0,11,17,0,294,20231003125215,0,0,0
,12183,13074,3792,4237,95,0,11,17,0,294,20231003125215,0,0,0
,12186,13074,3793,4238,96,0,11,17,0,294,20231003125215,0,0,0
,12189,13074,3794,4239,97,0,11,17,0,294,20231003125215,0,0,0
,12192,13074,3795,4240,98,0,11,17,0,294,20231003125215,0,0,0
,12195,13074,3796,4241,99,0,11,17,0,294,20231003125215,0,0,0
,12198,13074,3797,4242,100,0,11,17,0,294,20231003125215,0,0,0
,12201,13082,3798,4243,101,0,11,17,0,294,20231003125215,0,0,0
,12204,13085,3799,4244,102,0,11,17,0,294,20231003125215,0,0,0
,12207,13085,3800,4245,103,0,11,17,0,294,20231003125215,0,0,0
,12210,13088,3801,4246,104,0,11,17,0,294,20231003125215,0,0,0
,12213,13096,3802,4247,105,0,11,17,0,294,20231003125215,0,0,0
,12216,13096,3803,4248,106,0,11,17,0,294,20231003125215,0,0,0
,12219,13096,3804,4249,107,0,11,17,0,294,20231003125215,0,0,0
,12222,13104,3805,4250,108,0,11,17,0,294,20231003125215,0,0,0
,12225,13104,3806,4251,109,0,11,17,0,294,20231003125215,0,0,0
,12228,13107,3807,4252,110,0,11,17,0,294,20231003125215,0,0,0
,12231,13107,3808,4253,111,0,11,17,0,294,20231003125215,0,0,0
,12234,13115,3809,4254,112,0,11,17,0,294,20231003125215,0,0,0
,12237,13115,3810,4255,113,0,11,17,0,294,20231003125215,0,0,0
,12240,13115,3811,4256,114,0,11,17,0,294,20231003125215,0,0,0
,12243,13118,3812,4257,115,0,11,17,0,294,20231003125215,0,0,0
,12246,13118,3813,4258,116,0,11,17,0,294,20231003125215,0,0,0
,12249,13118,3814,4259,117,0,11,17,0,294,20231003125215,0,0,0
,12252,13118,3815,4260,118,0,11,17,0,294,20231003125215,0,0,0
,12255,13118,3816,4261,119,0,11,17,0,294,20231003125215,0,0,0
,12258,13120,3817,4262,120,0,11,17,0,294,20231003125215,0,0,0
,12261,13122,3818,4263,121,0,11,17,0,294,20231003125215,0,0,0
,12264,13122,3819,4264,122,0,11,17,0,294,20231003125215,0,0,0
,12267,13122,3820,4265,123,0,11,17,0,294,20231003125215,0,0,0
,12270,13122,3821,4266,124,0,11,17,0,294,20231003125215,0,0,0
,12273,13122,3822,4267,125,0,11,17,0,294,20231003125215,0,0,0
,12276,13122,3823,4268,126,0,11,17,0,294,20231003125215,0,0,0
,12279,13122,3824,4269,127,0,11,17,0,294,20231003125215,0,0,0
,12282,13125,3825,4270,128,0,11,17,0,294,20231003125215,0,0,0
,12285,13125,3826,4271,129,0,11,17,0,294,20231003125215,0,0,0
,12288,13125,3827,4272,130,0,11,17,0,294,20231003125215,0,0,0
,12291,13125,3828,4273,131,0,11,17,0,294,20231003125215,0,0,0
,12294,13128,3829,4274,132,0,11,17,0,294,20231003125215,0,0,0
,12297,13128,3830,4275,133,0,11,17,0,294,20231003125215,0,0,0
,12300,13128,3831,4276,134,0,11,17,0,294,20231003125215,0,0,0
,12303,13136,3832,4277,135,0,11,17,0,294,20231003125215,0,0,0
,12306,13144,3833,4278,136,0,11,17,0,294,20231003125215,0,0,0
,12309,13147,3834,4279,137,0,11,17,0,294,20231003125215,0,0,0
,12312,13147,3835,4280,138,0,11,17,0,294,20231003125215,0,0,0
,12315,13150,3836,4281,139,0,11,17,0,294,20231003125215,0,0,0
,12318,13150,3837,4282,140,0,11,17,0,294,20231003125215,0,0,0
,12321,13150,3838,4283,141,0,11,17,0,294,20231003125215,0,0,0
,12324,13150,3839,4284,142,0,11,17,0,294,20231003125215,0,0,0
,12327,13150,3840,4285,143,0,11,17,0,294,20231003125215,0,0,0
,12330,13150,3841,4286,144,0,11,17,0,294,20231003125215,0,0,0
,12333,13150,3842,4287,145,0,11,17,0,294,20231003125215,0,0,0
,12336,13150,3843,4288,146,0,11,17,0,294,20231003125215,0,0,0
,12339,13158,3844,4289,147,0,11,17,0,294,20231003125215,0,0,0
,12342,13158,3845,4290,148,0,11,17,0,294,20231003125215,0,0,0
,12345,13158,3846,4291,149,0,11,17,0,294,20231003125215,0,0,0
,12348,13158,3847,4292,150,0,11,17,0,294,20231003125215,0,0,0
,12351,13158,3848,4293,151,0,11,17,0,294,20231003125215,0,0,0
,12354,13158,3849,4294,152,0,11,17,0,294,20231003125215,0,0,0
,12357,13158,3850,4295,153,0,11,17,0,294,20231003125215,0,0,0
,12360,13158,3851,4296,154,0,11,17,0,294,20231003125215,0,0,0
,12363,13158,3852,4297,155,0,11,17,0,294,20231003125215,0,0,0
,12366,13166,3853,4298,156,0,11,17,0,294,20231003125215,0,0,0
,12369,13169,3854,4299,157,0,11,17,0,294,20231003125215,0,0,0
,12372,13169,3855,4300,158,0,11,17,0,294,20231003125215,0,0,0
,12375,13169,3856,4301,159,0,11,17,0,294,20231003125215,0,0,0
,12378,13177,3857,4302,160,0,11,17,0,294,20231003125215,0,0,0
,12381,13177,3858,4303,161,0,11,17,0,294,20231003125215,0,0,0
,12384,13180,3859,4304,162,0,11,17,0,294,20231003125215,0,0,0
,12387,13180,3860,4305,163,0,11,17,0,294,20231003125215,0,0,0
,12390,13180,3861,4306,164,0,11,17,0,294,20231003125215,0,0,0
,12393,13182,3862,4307,165,0,11,17,0,294,20231003125215,0,0,0
,12396,13190,3863,4308,166,0,11,17,0,294,20231003125215,0,0,0
,12399,13190,3864,4309,167,0,11,17,0,294,20231003125215,0,0,0
,12402,13193,3865,4310,168,0,11,17,0,294,20231003125215,0,0,0
,12405,13193,3866,4311,169,0,11,17,0,294,20231003125215,0,0,0
,12408,13193,3867,4312,170,0,11,17,0,294,20231003125215,0,0,0
,12411,13196,3868,4313,171,0,11,17,0,294,20231003125215,0,0,0
,12414,13196,3869,4314,172,0,11,17,0,294,20231003125215,0,0,0
,12417,13196,3870,4315,173,0,11,17,0,294,20231003125215,0,0,0
,12420,13196,3871,4316,174,0,11,17,0,294,20231003125215,0,0,0
,12423,13196,3872,4317,175,0,11,17,0,294,20231003125215,0,0,0
,12426,13196,3873,4318,176,0,11,17,0,294,20231003125215,0,0,0
,12429,13204,3874,4319,177,0,11,17,0,294,20231003125215,0,0,0
,12432,13204,3875,4320,178,0,11,17,0,294,20231003125215,0,0,0
,12435,13204,3876,4321,179,0,11,17,0,294,20231003125215,0,0,0
,12438,13207,3877,4322,180,0,11,17,0,294,20231003125215,0,0,0
RB,12441,13207,3877,4323,181,0,12,17,0,294,20231003125215,0,0,0
RB,12443,13221,3877,4324,181,0,12,17,0,294,20231003125215,0,0,0
RB,12445,13235,3877,4325,181,0,12,17,0,294,20231003125215,0,0,0
RB,12447,13249,3877,4326,181,0,12,17,0,294,20231003125215,0,0,0
RB,12449,13263,3877,4327,181,0,12,17,0,294,20231003125215,0,0,0
RB,12451,13277,3877,4328,181,0,12,17,0,294,20231003125215,0,0,0
RB,12453,13291,3877,4329,181,0,12,17,0,294,20231003125215,0,0,0
RB,12455,13305,3877,4330,181,0,12,17,0,294,20231003125215,0,0,0
,12457,13319,3878,4331,0,0,12,17,0,294,20231003125215,0,0,0
,12460,13327,3879,4332,1,0,12,17,0,294,20231003125215,0,0,0
,12463,13327,3880,4333,2,0,12,17,0,294,20231003125215,0,0,0
,12466,13335,3881,4334,3,0,12,17,0,294,20231003125215,0,0,0
,12469,13335,3882,4335,4,0,12,17,0,294,20231003125215,0,0,0
,12472,13335,3883,4336,5,0,12,17,0,294,20231003125215,0,0,0
,12475,13335,3884,4337,6,0,12,17,0,294,20231003125215,0,0,0
,12478,13335,3885,4338,7,0,12,17,0,294,20231003125215,0,0,0
,12481,13335,3886,4339,8,0,12,17,0,294,20231003125215,0,0,0
,12484,13335,3887,4340,9,0,12,17,0,294,20231003125215,0,0,0
,12487,13335,3888,4341,10,0,12,17,0,294,20231003125215,0,0,0
,12490,13335,3889,4342,11,0,12,17,0,294,20231003125215,0,0,0
,12493,13335,3890,4343,12,0,12,17,0,294,20231003125215,0,0,0
,12496,13335,3891,4344,13,0,12,17,0,294,20231003125215,0,0,0
,12499,13335,3892,4345,14,0,12,17,0,294,20231003125215,0,0,0
,12502,13337,3893,4346,15,0,12,17,0,294,20231003125215,0,0,0
,12505,13337,3894,4347,16,0,12,17,0,294,20231003125215,0,0,0
,12508,13337,3895,4348,17,0,12,17,0,294,20231003125215,0,0,0
,12511,13337,3896,4349,18,0,12,17,0,294,20231003125215,0,0,0
,12514,13340,3897,4350,19,0,12,17,0,294,20231003125215,0,0,0
,12517,13340,3898,4351,20,0,12,17,0,294,20231003125215,0,0,0
,12520,13340,3899,4352,21,0,12,17,0,294,20231003125215,0,0,0
,12523,13340,3900,4353,22,0,12,17,0,294,20231003125215,0,0,0
,12526,13340,3901,4354,23,0,12,17,0,294,20231003125215,0,0,0
RB,12527,13340,3901,4355,24,0,13,17,0,294,20231003125215,0,0,0
RB,12529,13354,3901,4356,24,0,13,17,0,294,20231003125215,0,0,0
RB,12531,13368,3901,4357,24,0,13,17,0,294,20231003125215,0,0,0
RB,12533,13382,3901,4358,24,0,13,17,0,294,20231003125215,0,0,0
RB,12535,13396,3901,4359,24,0,13,17,0,294,20231003125215,0,0,0
RB,12537,13410,3901,4360,24,0,13,17,0,294,20231003125215,0,0,0
RB,12539,13424,3901,4361,24,0,13,17,0,294,20231003125215,0,0,0
RB,12541,13438,3901,4362,24,0,13,17,0,294,20231003125215,0,0,0
,12543,13452,3902,4363,0,0,13,17,0,294,20231003125215,0,0,0
,12546,13452,3903,4364,1,0,13,17,0,294,20231003125215,0,0,0
,12549,13452,3904,4365,2,0,13,17,0,294,20231003125215,0,0,0
,12552,13452,3905,4366,3,0,13,17,0,294,20231003125215,0,0,0
,12555,13452,3906,4367,4,0,13,17,0,294,20231003125215,0,0,0
,12558,13460,3907,4368,5,0,13,17,0,294,20231003125215,0,0,0
,12561,13468,3908,4369,6,0,13,17,0,294,20231003125215,0,0,0
,12564,13468,3909,4370,7,0,13,17,0,294,20231003125215,0,0,0
,12567,13471,3910,4371,8,0,13,17,0,294,20231003125215,0,0,0
,12570,13471,3911,4372,9,0,13,17,0,294,20231003125215,0,0,0
,12573,13471,3912,4373,10,0,13,17,0,294,20231003125215,0,0,0
,12576,13471,3913,4374,11,0,13,17,0,294,20231003125215,0,0,0
,12579,13479,3914,4375,12,0,13,17,0,294,20231003125215,0,0,0
,12582,13479,3915,4376,13,0,13,17,0,294,20231003125215,0,0,0
,12585,13479,3916,4377,14,0,13,17,0,294,20231003125215,0,0,0
,12588,13482,3917,4378,15,0,13,17,0,294,20231003125215,0,0,0
,12591,13482,3918,4379,16,0,13,17,0,294,20231003125215,0,0,0
,12594,13482,3919,4380,17,0,13,17,0,294,20231003125215,0,0,0
,12597,13482,3920,4381,18,0,13,17,0,294,20231003125215,0,0,0
,12600,13490,3921,4382,19,0,13,17,0,294,20231003125215,0,0,0
,12603,13490,3922,4383,20,0,13,17,0,294,20231003125215,0,0,0
,12606,13493,3923,4384,21,0,13,17,0,294,20231003125215,0,0,0
,12609,13493,3924,4385,22,0,13,17,0,294,20231003125215,0,0,0
,12612,13495,3925,4386,23,0,13,17,0,294,20231003125215,0,0,0
,12615,13495,3926,4387,24,0,13,17,0,294,20231003125215,0,0,0
,12618,13503,3927,4388,25,0,13,17,0,294,20231003125215,0,0,0
,12621,13503,3928,4389,26,0,13,17,0,294,20231003125215,0,0,0
,12624,13503,3929,4390,27,0,13,17,0,294,20231003125215,0,0,0
,12627,13503,3930,4391,28,0,13,17,0,294,20231003125215,0,0,0
,12630,13503,3931,4392,29,0,13,17,0,294,20231003125215,0,0,0
,12633,13505,3932,4393,30,0,13,17,0,294,20231003125215,0,0,0
,12636,13505,3933,4394,31,0,13,17,0,294,20231003125215,0,0,0
,12639,13505,3934,4395,32,0,13,17,0,294,20231003125215,0,0,0
,12642,13505,3935,4396,33,0,13,17,0,294,20231003125215,0,0,0
,12645,13505,3936,4397,34,0,13,17,0,294,20231003125215,0,0,0
,12648,13505,3937,4398,35,0,13,17,0,294,20231003125215,0,0,0
,12651,13513,3938,4399,36,0,13,17,0,294,20231003125215,0,0,0
,12654,13513,3939,4400,37,0,13,17,0,294,20231003125215,0,0,0
,12657,13513,3940,4401,38,0,13,17,0,294,20231003125215,0,0,0
,12660,13513,3941,4402,39,0,13,17,0,294,20231003125215,0,0,0
,12663,13521,3942,4403,40,0,13,17,0,294,20231003125215,0,0,0
,12666,13521,3943,4404,41,0,13,17,0,294,20231003125215,0,0,0
,12669,13529,3944,4405,42,0,13,17,0,294,20231003125215,0,0,0
,12672,13532,3945,4406,43,0,13,17,0,294,20231003125215,0,0,0
,12675,13532,3946,4407,44,0,13,17,0,294,20231003125215,0,0,0
,12678,13532,3947,4408,45,0,13,17,0,294,20231003125215,0,0,0
,12681,13532,3948,4409,46,0,13,17,0,294,20231003125215,0,0,0
,12684,13535,3949,4410,47,0,13,17,0,294,20231003125215,0,0,0
,12687,13535,3950,4411,48,0,13,17,0,294,20231003125215,0,0,0
,12690,13537,3951,4412,49,0,13,17,0,294,20231003125215,0,0,0
,12693,13537,3952,4413,50,0,13,17,0,294,20231003125215,0,0,0
,12696,13537,3953,4414,51,0,13,17,0,294,20231003125215,0,0,0
,12699,13540,3954,4415,52,0,13,17,0,294,20231003125215,0,0,0
,12702,13540,3955,4416,53,0,13,17,0,294,20231003125215,0,0,0
,12705,13540,3956,4417,54,0,13,17,0,294,20231003125215,0,0,0
,12708,13540,3957,4418,55,0,13,17,0,294,20231003125215,0,0,0
,12711,13540,3958,4419,56,0,13,17,0,294,20231003125215,0,0,0
,12714,13540,3959,4420,57,0,13,17,0,294,20231003125215,0,0,0
,12717,13548,3960,4421,58,0,13,17,0,294,20231003125215,0,0,0
,12720,13548,3961,4422,59,0,13,17,0,294,20231003125215,0,0,0
,12723,13548,3962,4423,60,0,13,17,0,294,20231003125215,0,0,0
,12726,13548,3963,4424,61,0,13,17,0,294,20231003125215,0,0,0
,12729,13548,3964,4425,62,0,13,17,0,294,20231003125215,0,0,0
,12732,13556,3965,4426,63,0,13,17,0,294,20231003125215,0,0,0
,12735,13556,3966,4427,64,0,13,17,0,294,20231003125215,0,0,0
,12738,13556,3967,4428,65,0,13,17,0,294,20231003125215,0,0,0
,12741,13556,3968,4429,66,0,13,17,0,294,20231003125215,0,0,0
,12744,13564,3969,4430,67,0,13,17,0,294,20231003125215,0,0,0
,12747,13564,3970,4431,68,0,13,17,0,294,20231003125215,0,0,0
,12750,13564,3971,4432,69,0,13,17,0,294,20231003125215,0,0,0
,12753,13564,3972,4433,70,0,13,17,0,294,20231003125215,0,0,0
,12756,13564,3973,4434,71,0,13,17,0,294,20231003125215,0,0,0
,12759,13564,3974,4435,72,0,13,17,0,294,20231003125215,0,0,0
,12762,13567,3975,4436,73,0,13,17,0,294,20231003125215,0,0,0
,12765,13567,3976,4437,74,0,13,17,0,294,20231003125215,0,0,0
,12768,13567,3977,4438,75,0,13,17,0,294,20231003125215,0,0,0
,12771,13575,3978,4439,76,0,13,17,0,294,20231003125215,0,0,0
,12774,13575,3979,4440,77,0,13,17,0,294,20231003125215,0,0,0
,12777,13575,3980,4441,78,0,13,17,0,294,20231003125215,0,0,0
,12780,13575,3981,4442,79,0,13,17,0,294,20231003125215,0,0,0
,12783,13575,3982,4443,80,0,13,17,0,294,20231003125215,0,0,0
,12786,13578,3983,4444,81,0,13,17,0,294,20231003125215,0,0,0
,12789,13578,3984,4445,82,0,13,17,0,294,20231003125215,0,0,0
,12792,13578,3985,4446,83,0,13,17,0,294,20231003125215,0,0,0
,12795,13578,3986,4447,84,0,13,17,0,294,20231003125215,0,0,0
,12798,13578,3987,4448,85,0,13,17,0,294,20231003125215,0,0,0
,12801,13578,3988,4449,86,0,13,17,0,294,20231003125215,0,0,0
,12804,13581,3989,4450,87,0,13,17,0,294,20231003125215,0,0,0
,12807,13581,3990,4451,88,0,13,17,0,294,20231003125215,0,0,0
,12810,13581,3991,4452,89,0,13,17,0,294,20231003125215,0,0,0
,12813,13589,3992,4453,90,0,13,17,0,294,20231003125215,0,0,0
,12816,13589,3993,4454,91,0,13,17,0,294,20231003125215,0,0,0
,12819,13597,3994,4455,92,0,13,17,0,294,20231003125215,0,0,0
,12822,13599,3995,4456,93,0,13,17,0,294,20231003125215,0,0,0
,12825,13599,3996,4457,94,0,13,17,0,294,20231003125215,0,0,0
,12828,13599,3997,4458,95,0,13,17,0,294,20231003125215,0,0,0
,12831,13602,3998,4459,96,0,13,17,0,294,20231003125215,0,0,0
,12834,13602,3999,4460,97,0,13,17,0,294,20231003125215,0,0,0
,12837,13602,4000,4461,98,0,13,17,0,294,20231003125215,0,0,0
,12840,13602,4001,4462,99,0,13,17,0,294,20231003125215,0,0,0
,12843,13602,4002,4463,100,0,13,17,0,294,20231003125215,0,0,0
,12846,13610,4003,4464,101,0,13,17,0,294,20231003125215,0,0,0
,12849,13610,4004,4465,102,0,13,17,0,294,20231003125215,0,0,0
,12852,13618,4005,4466,103,0,13,17,0,294,20231003125215,0,0,0
,12855,13621,4006,4467,104,0,13,17,0,294,20231003125215,0,0,0
,12858,13621,4007,4468,105,0,13,17,0,294,20231003125215,0,0,0
,12861,13629,4008,4469,106,0,13,17,0,294,20231003125215,0,0,0
,12864,13629,4009,4470,107,0,13,17,0,294,20231003125215,0,0,0
,12867,13632,4010,4471,108,0,13,17,0,294,20231003125215,0,0,0
,12870,13632,4011,4472,109,0,13,17,0,294,20231003125215,0,0,0
,12873,13632,4012,4473,110,0,13,17,0,294,20231003125215,0,0,0
,12876,13635,4013,4474,111,0,13,17,0,294,20231003125215,0,0,0
,12879,13643,4014,4475,112,0,13,17,0,294,20231003125215,0,0,0
,12882,13643,4015,4476,113,0,13,17,0,294,20231003125215,0,0,0
,12885,13643,4016,4477,114,0,13,17,0,294,20231003125215,0,0,0
,12888,13646,4017,4478,115,0,13,17,0,294,20231003125215,0,0,0
,12891,13646,4018,4479,116,0,13,17,0,294,20231003125215,0,0,0
,12894,13646,4019,4480,117,0,13,17,0,294,20231003125215,0,0,0
,12897,13646,4020,4481,118,0,13,17,0,294,20231003125215,0,0,0
,12900,13654,4021,4482,119,0,13,17,0,294,20231003125215,0,0,0
,12903,13662,4022,4483,120,0,13,17,0,294,20231003125215,0,0,0
,12906,13670,4023,4484,121,0,13,17,0,294,20231003125215,0,0,0
,12909,13678,4024,4485,122,0,13,17,0,294,20231003125215,0,0,0
,12912,13678,4025,4486,123,0,13,17,0,294,20231003125215,0,0,0
,12915,13680,4026,4487,124,0,13,17,0,294,20231003125215,0,0,0
,12918,13680,4027,4488,125,0,13,17,0,294,20231003125215,0,0,0
,12921,13683,4028,4489,126,0,13,17,0,294,20231003125215,0,0,0
,12924,13683,4029,4490,127,0,13,17,0,294,20231003125215,0,0,0
,12927,13686,4030,4491,128,0,13,17,0,294,20231003125215,0,0,0
,12930,13686,4031,4492,129,0,13,17,0,294,20231003125215,0,0,0
,12933,13686,4032,4493,130,0,13,17,0,294,20231003125215,0,0,0
,12936,13686,4033,4494,131,0,13,17,0,294,20231003125215,0,0,0
,12939,13694,4034,4495,132,0,13,17,0,294,20231003125215,0,0,0
,12942,13694,4035,4496,133,0,13,17,0,294,20231003125215,0,0,0
,12945,13697,4036,4497,134,0,13,17,0,294,20231003125215,0,0,0
,12948,13697,4037,4498,135,0,13,17,0,294,20231003125215,0,0,0
,12951,13697,4038,4499,136,0,13,17,0,294,20231003125215,0,0,0
,12954,13697,4039,4500,137,0,13,17,0,294,20231003125215,0,0,0
,12957,13700,4040,4501,138,0,13,17,0,294,20231003125215,0,0,0
,12960,13700,4041,4502,139,0,13,17,0,294,20231003125215,0,0,0
,12963,13700,4042,4503,140,0,13,17,0,294,20231003125215,0,0,0
,12966,13708,4043,4504,141,0,13,17,0,294,20231003125215,0,0,0
,12969,13708,4044,4505,142,0,13,17,0,294,20231003125215,0,0,0
,12972,13716,4045,4506,143,0,13,17,0,294,20231003125215,0,0,0
,12975,13716,4046,4507,144,0,13,17,0,294,20231003125215,0,0,0
,12978,13716,4047,4508,145,0,13,17,0,294,20231003125215,0,0,0
,12981,13716,4048,4509,146,0,13,17,0,294,20231003125215,0,0,0
,12984,13719,4049,4510,147,0,13,17,0,294,20231003125215,0,0,0
,12987,13722,4050,4511,148,0,13,17,0,294,20231003125215,0,0,0
,12990,13722,4051,4512,149,0,13,17,0,294,20231003125215,0,0,0
,12993,13722,4052,4513,150,0,13,17,0,294,20231003125215,0,0,0
,12996,13722,4053,4514,151,0,13,17,0,294,20231003125215,0,0,0
,12999,13730,4054,4515,152,0,13,17,0,294,20231003125215,0,0,0
,13002,13738,4055,4516,153,0,13,17,0,294,20231003125215,0,0,0
,13005,13738,4056,4517,154,0,13,17,0,294,20231003125215,0,0,0
,13008,13738,4057,4518,155,0,13,17,0,294,20231003125215,0,0,0
,13011,13738,4058,4519,156,0,13,17,0,294,20231003125215,0,0,0
,13014,13741,4059,4520,157,0,13,17,0,294,20231003125215,0,0,0
,13017,13741,4060,4521,158,0,13,17,0,294,20231003125215,0,0,0
,13020,13741,4061,4522,159,0,13,17,0,294,20231003125215,0,0,0
,13023,13741,4062,4523,160,0,13,17,0,294,20231003125215,0,0,0
,13026,13749,4063,4524,161,0,13,17,0,294,20231003125215,0,0,0
,13029,13749,4064,4525,162,0,13,17,0,294,20231003125215,0,0,0
,13032,13752,4065,4526,163,0,13,17,0,294,20231003125215,0,0,0
,13035,13752,4066,4527,164,0,13,17,0,294,20231003125215,0,0,0
,13038,13752,4067,4528,165,0,13,17,0,294,20231003125215,0,0,0
,13041,13760,4068,4529,166,0,13,17,0,294,20231003125215,0,0,0
,13044,13760,4069,4530,167,0,13,17,0,294,20231003125215,0,0,0
,13047,13760,4070,4531,168,0,13,17,0,294,20231003125215,0,0,0
,13050,13760,4071,4532,169,0,13,17,0,294,20231003125215,0,0,0
,13053,13760,4072,4533,170,0,13,17,0,294,20231003125215,0,0,0
,13056,13760,4073,4534,171,0,13,17,0,294,20231003125215,0,0,0
,13059,13760,4074,4535,172,0,13,17,0,294,20231003125215,0,0,0
,13062,13760,4075,4536,173,0,13,17,0,294,20231003125215,0,0,0
,13065,13760,4076,4537,174,0,13,17,0,294,20231003125215,0,0,0
,13068,13760,4077,4538,175,0,13,17,0,294,20231003125215,0,0,0
,13071,13768,4078,4539,176,0,13,17,0,294,20231003125215,0,0,0
,13074,13768,4079,4540,177,0,13,17,0,294,20231003125215,0,0,0
,13077,13771,4080,4541,178,0,13,17,0,294,20231003125215,0,0,0
,13080,13771,4081,4542,179,0,13,17,0,294,20231003125215,0,0,0
,13083,13771,4082,4543,180,0,13,17,0,294,20231003125215,0,0,0
,13086,13771,4083,4544,181,0,13,17,0,294,20231003125215,0,0,0
,13089,13771,4084,4545,182,0,13,17,0,294,20231003125215,0,0,0
,13092,13771,4085,4546,183,0,13,17,0,294,20231003125215,0,0,0
,13095,13771,4086,4547,184,0,13,17,0,294,20231003125215,0,0,0
,13098,13779,4087,4548,185,0,13,17,0,294,20231003125215,0,0,0
,13101,13782,4088,4549,186,0,13,17,0,294,20231003125215,0,0,0
,13104,13782,4089,4550,187,0,13,17,0,294,20231003125215,0,0,0
,13107,13782,4090,4551,188,0,13,17,0,294,20231003125215,0,0,0
,13110,13782,4091,4552,189,0,13,17,0,294,20231003125215,0,0,0
,13113,13790,4092,4553,190,0,13,17,0,294,20231003125215,0,0,0
,13116,13790,4093,4554,191,0,13,17,0,294,20231003125215,0,0,0
,13119,13790,4094,4555,192,0,13,17,0,294,20231003125215,0,0,0
